"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,,,,,,,,,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Cert Body,Cert Status,Cert Expiry Date,Notes,Source Sheet,Year First Added,Current Status,Full Address,Products,Primary Contact Name,Last Contact Date,Contract Signed,Account Manager,Latest Quotation,Name_Key,Supplier ID
AISHWARYA IMPEX,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,aishwarya impex,SUP-00262
Albys Agro Pvt Ltd,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,albys agro pvt ltd,SUP-00292
Amrut Cold Storage Pvt. Ltd.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,amrut cold storage pvt ltd,SUP-00380
Apex Frozen Foods Ltd,,India,sales@apexfrozenfoods.com,https://apexfrozenfoods.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Black Tiger Shrimp (Penaeus Monodon)
White Shrimp (L. Vannamei)",91 22 62398019,,,,,apex frozen foods ltd,SUP-00441
APEX FROZEN FOODS LTD,,India,,similar,Shrimps,,,,,,23-24_Shrimps,2024,Active,,similar,,,,,,apex frozen foods ltd,SUP-00441
Asha Ganga Exports,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,asha ganga exports,SUP-00505
ASVINI FISHERIES PRIVATE LIMITED,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,asvini fisheries private limited,SUP-00527
Asvini Fisheries Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,asvini fisheries private limited,SUP-00527
Baby Marine (Eastern) Exports,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,baby marine eastern exports,SUP-00589
"Baby Marine International, Cochin",,India,seafood@babymarineintl.com,https://babymarineinternational.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,freshwater shrimp (Scampi),91 934 9513602,,,,,baby marine international cochin,SUP-00593
Bathsha Marine Exports Pvt. Ltd.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,bathsha marine exports pvt ltd,SUP-00638
BHIMRAJ EXPORTS PRIVATE LIMITED,,India,email not available,https://bhimrajexports.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"VANNAMEI, black tiger",91 9937677467,,,,,bhimraj exports private limited,SUP-00708
Bhubaneshwari Seafood Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,bhubaneshwari seafood private limited,SUP-00711
Calcutta Seafoods Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,calcutta seafoods private limited,SUP-00847
CAP Seafoods Pvt. Ltd.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,cap seafoods pvt ltd,SUP-00874
Capithan Exporting Company,,India,capithan@rediffmail.com,https://www.capithansgroup.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Cephalopods,Fin fishes, Crustaceans, Shell Fishes
Cooked/Blanched",91 474 2770499 / 2771132,,,,,capithan exporting company,SUP-00880
Castlerock Fisheries Pvt. Ltd. - Unit III,,India,sales@castlerock.in,https://www.castlerock.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Cephalopods,fish , crab, lobster, shrimp",91-22-40621210,,,,,castlerock fisheries pvt ltd  unit iii,SUP-00894
Choice Canning Company (Division of Choice Trading Corporation Private Ltd),,India,email not available,https://choicegroup.in/canning.html,Shrimps,,,,,,23-24_Shrimps,2024,Active,,eat shrimps in retail bags.,0484 2797700,,,,,choice canning company division of choice trading corporation private ltd,SUP-00973
Coastal Corporation Limited,,India,"mkrishna@coastalcorp.co.in
marketing@coastalcorp.co.in
info@coastalcorp.co.in",https://coastalcorp.co.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"sea tiger, whites, pink brown, vannamei, black tiger",91 - 891 - 2567118,,,,,coastal corporation limited,SUP-01004
Devi Seafoods Limited,,India,info@deviseafoods.com,https://www.deviseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimp Processing, shrimp Farming",91-(0)891-2525337 / 2713707,,,,,devi seafoods limited,SUP-01184
Devi Seafoods Limited,,India,info@deviseafoods.com,https://www.deviseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimp Processing, shrimp Farming",91-(0)891-2525337 / 2713707,,,,,devi seafoods limited,SUP-01184
Digha Seafood Exports Pvt. Ltd.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,digha seafood exports pvt ltd,SUP-01201
EDHAYAM FROZEN FOODS PVT LTD,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,edhayam frozen foods pvt ltd,SUP-01295
Elque Ventures Private Limited,,India,sales@elquegroup.com,https://www.elquegroup.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"FRESH WATER SCAMPI :
BLACK TIGER : 
VANNAMEI SHRIMPS
SEA CAUGHT SHRIMPS","91 33 2248 0097 / 4017 / 7830
+91 33 6499 2920 - 24",,,,,elque ventures private limited,SUP-01327
EXCELLENT FISHERIES PRIVATE LIMITED.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,excellent fisheries private limited,SUP-01391
FEDORA SEAFOODS PRIVATE LIMITED,,India,fedoraseafoods@gmail.com,http://www.fedoraseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"prawns, fish, feed",0861-2335002,,,,,fedora seafoods private limited,SUP-01442
Forstar Frozen Foods Pvt. Ltd. Unit - 2,,India,info@forstarfoods.com,https://www.forstarfoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimp, squid, cuttle fish,",91 22 25701043,,,,,forstar frozen foods pvt ltd unit  2,SUP-01501
Geo Seafoods,,India,marketing@geoseafoods.com,https://geoseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimp, squid, cuttle fish,",91 484 223 1356,,,,,geo seafoods,SUP-01617
GRAND MARINE FOODS,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,grand marine foods,SUP-01714
Hyson exports Pvt. Ltd.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,hyson exports pvt ltd,SUP-01986
INTERNATIONAL FREEZFISH EXPORTS,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,international freezfish exports,SUP-02061
Jeelani Marine Products,,India,info@jeelanimarine.com,https://www.jeelanimarine.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"FISH, CRUSTACEANS, CEPHALOPODS, MOLLUSCS",8130860386,,,,,jeelani marine products,SUP-02135
Jinny Marine Traders,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,jinny marine traders,SUP-02185
Jinny Marine Traders (Unit-II),,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,jinny marine traders unitii,SUP-02186
"JRJ SEA FOODS INDIA PVT LTD.,",,India,admin@jrjseafoods.com,www.jrjseafoods.com,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"cuttle fish, shrimps, crab",91 - 4371 - 260932,,,,,jrj sea foods india pvt ltd,SUP-02209
K.N.C Agro Limited,,India,tabarak@kncagro.com,http://www.kncagro.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,shrimps,not available,,,,,knc agro limited,SUP-02348
K.V. Marine Exports,,India,kvmarine@hotmail.com,https://www.kvmarine.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"SHRIMPS & PRAWNS
SQUID
CUTTLEFISH
SAND LOBSTER
FISH
OCTOPUS
LOBSTER
PRAWNS HEAD",919884718389,,,,,kv marine exports,SUP-02397
Kader Exports Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,kader exports private limited,SUP-02233
Kay Kay Exports,,India,info@kaykayexports.com,https://www.kaykayexports.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"SHRIMP, CUTTLEFISH, SQUID,OCTOPUS","91 0484 2247826, 2268366, 2268367",,,,,kay kay exports,SUP-02271
Keshodwala Foods Unit II,,India,"nadeemkeshodwala@hotmail.com
sales@keshodwala.com",https://www.keshodwala.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Shrimps,Fish, Cephalopods",91-2876-231644/45,,,,,keshodwala foods unit ii,SUP-02300
KINGS MARINE PRODUCTS,,India,info@kingmarine.biz,https://www.kingsmarine.biz/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Squid, Cuttle Fish, Octopus, Shrimps, Fishes",91 98470 72563,,,,,kings marine products,SUP-02330
KINGS SEAFOODS,,India,info@kingsseafood.com,canada website is available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,kings seafoods,SUP-02331
Koluthara Exports Ltd,,India,kelexports@gmail.com,http://www.kelexports.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,shrimps,0478 - 2873304/2873278,,,,,koluthara exports ltd,SUP-02359
LNSK Greenhouse Agro Products LLP,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,lnsk greenhouse agro products llp,SUP-02485
M/S Amulya Seafoods - Tuticorin,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,ms amulya seafoods  tuticorin,SUP-02758
M/S DELSEA EXPORTS PVT LTD,,India,office@delseaexports.com,https://delseaexports.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,not available,9447051504,,,,,ms delsea exports pvt ltd,SUP-02765
M/S Nas Fisheries Private Limited,,India,info@nasfisheries.com,https://nasfisheries.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimps, tuna, mackerel, octopus","""
91-484-2328786""",,,,,ms nas fisheries private limited,SUP-02771
M/S Nekkanti Sea Foods Limited,,India,info@nekkanti.net,https://nekkantiseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"HEAD ON SHELL ON, SHELLON EASY PEEL, PEELED DEVEINED TAIL-OFF",91-98484-30660,,,,,ms nekkanti sea foods limited,SUP-02772
M/S SREERAGAM EXPORTS PRIVATE LIMITED,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,ms sreeragam exports private limited,SUP-02784
M/S SRIKANTHINTERNATIONAL PVT LTD,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,ms srikanthinternational pvt ltd,SUP-02787
M/S Veerabhadra Exports Private Limited,,India,gm@vbexports.com,https://vbexports.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Head - On Vannamei, Head - Less Vannamei,
 Peeled Deveined Tail - On Vannamei, 
Peeled Deveined Tail - Off Vannamei",0884 -2374207,,,,,ms veerabhadra exports private limited,SUP-02793
M/s. AQUATECH FEED & SEAFOODS PRIVATE LIMITED,,India,aquatechfeed2019@gmail.com,https://aquaseafoods.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"VANNAMEI, BLACK TIGER PRAWN,  Sea Tiger
SEA TIGER PRAWN, White Prawns
WHITE PRAWN",8972100126/9734771208,,,,,ms aquatech feed  seafoods private limited,SUP-02761
M/s. Jayalakshmi Sea Foods Pvt.Ltd.,,India,jayasea@gmail.com,https://jlsf.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,Black Tiger shrimps and Vannamei shrimps,91)970-511-1116,,,,,ms jayalakshmi sea foods pvtltd,SUP-02770
M/s. Z. A. Sea Foods Pvt. Ltd.,,India,marketing.zaseafoods@gmail.com,https://zaseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimp, fish & fishery products",332432 9549,,,,,ms z a sea foods pvt ltd,SUP-02795
M/S.DWARAKA SEA FOODS,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,msdwaraka sea foods,SUP-02796
"M/s.Sagar Grandhi Exports Pvt Ltd.,Unit-II",,India,not available,gvrfoodpark@gvrfoodpark.com,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Skewers, Vannamei",91-44-28453897,,,,,mssagar grandhi exports pvt ltdunitii,SUP-02797
M/S.SURYAMITRA EXIM PVT LTD (UNIT II),,India,sales@suryamitraexim.com,https://suryamitraexim.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"SEA FOOD, SPANISH GARLIC SHRIMP",91 9848511164,,,,,mssuryamitra exim pvt ltd unit ii,SUP-02798
MAGNUM EXPORT,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,magnum export,SUP-02549
Malpefresh Marine Export Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,malpefresh marine export private limited,SUP-02572
MANGALA MARINE EXIM INDIA PRIVATE LIMITED,,India,mangala@mangalagroup.com,https://mangalagroup.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"SHRIMP, SQUID, OCTOPUS, CUTTLEFISH, 
CUSTOM","91-484-2238393, 2238394",,,,,mangala marine exim india private limited,SUP-02581
Mangala Seafoods,,India,mangala@mangalagroup.com,https://mangalagroup.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"SHRIMP, SQUID, OCTOPUS, CUTTLEFISH, 
CUSTOM","91-484-2238393, 2238394",,,,,mangala seafoods,SUP-02582
MATARA AQUACULTURE WEST BENGAL PRIVATE LIMITED,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,matara aquaculture west bengal private limited,SUP-02616
Megaa Moda Private Limited,,India,megaa@megaa.in,https://www.megaa.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"vannemei, Black tiger prawn, sea tiger prawn",91 33 4029 5578,,,,,megaa moda private limited,SUP-02646
MILSHA AGRO EXPORTS PVT. LTD.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,milsha agro exports pvt ltd,SUP-02685
Mourya Aquex Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,mourya aquex private limited,SUP-02749
Naik Frozen Foods Pvt Ltd.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,naik frozen foods pvt ltd,SUP-02822
Nekkanti Seafoods Limited,,India,info@nekkanti.net,https://nekkantiseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Shell-On
HEAD ON SHELL ON, HEADLESS SHELL ON",91-98484-30660,,,,,nekkanti seafoods limited,SUP-02895
NEZAMI REKHA SEAFOODS PRIVATE LIMITED,,India,mamrej_nrsf@hotmail.com,https://nezamirekhaseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,shrimps,91-33-2432-205,,,,,nezami rekha seafoods private limited,SUP-02907
"Nila Sea Foods Exports, NILA SEA FOODS PRIVATE LIMITED",,India,info@nilaseafoods.com,https://www.nilaseafoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Shrimps Squid, Cuttlefish,Octopus ,Crab",91 461 2345707,,,,,nila sea foods exports nila sea foods private limited,SUP-02936
POYILAKADA FISHERIES PRIVATE LIMITED,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,poyilakada fisheries private limited,SUP-03233
Premier Seafoods Exim Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,premier seafoods exim private limited,SUP-03261
Rabia Seafoods,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,rabia seafoods,SUP-03387
"Ram’s Assorted Cold Storage Limited, Ram’s Assorted Cold Storage Ltd.",,India,headoffice@racsl.com,https://www.racsl.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Black tiger prawn, Vannamei prawn","91 674 256 3832,",,,,,rams assorted cold storage limited rams assorted cold storage ltd,SUP-03410
Real Exports,,India,,website not clearly specified,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,real exports,SUP-03424
ROYAL MARINE IMPEX PVT LTD,,India,info@royalemarineimpex.com,http://www.royalemarineimpex.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,HEAD ON SHELL ON VANNAMEI,91 86432 71203,,,,,royal marine impex pvt ltd,SUP-03508
Royal Oceans,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,royal oceans,SUP-03509
Rupsha Fish Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,rupsha fish private limited,SUP-03524
S. S. INTERNATIONAL,,India,,,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,s s international,SUP-03531
S. S. Sea Food Pvt Ltd,,India,ssseafood11@gmail.com,https://myssseafood.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Golden yellow Croaker, Ribbon Fish, Seer fish",(91) 94338 66392,,,,,s s sea food pvt ltd,SUP-03532
Sagar Grandhi Exports Pvt Ltd.,,India,gvrfoodpark@gvrfoodpark.com,http://www.gvrfoodpark.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Vannamei ,Skewers",91-44-28453897 / 28455559,,,,,sagar grandhi exports pvt ltd,SUP-03549
"SANDHYA AQUA EXPORTS PVT LTD, UNIT-II, SANDHYA AQUA EXPORTS PVT. LTD.",,India,not available,http://sandhyaaqua.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Shrimp Feed, Hatchery",089127 84599,,,,,sandhya aqua exports pvt ltd unitii sandhya aqua exports pvt ltd,SUP-03582
Sea Foods Private Limited-Shankarpur,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,sea foods private limitedshankarpur,SUP-03639
SEAFOOD INNOVATIONS,,Newzealand,kathleen.kerr@seafoodinnovations.co.nz,https://www.seafoodinnovations.co.nz/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Hoki, squid, Greenshell™ mussels, rock lobster,
 orange roughy and paua",022 163 1872,,,,,seafood innovations,SUP-03641
Seasaga Enterprises Private Limited unit 1,,India,sales@seasaga.com,https://www.seasaga.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Prawn, lobster, CEPHALAPODS, SCAMPI",91 22 27692907,,,,,seasaga enterprises private limited unit 1,SUP-03647
SEASAGA ENTERPRISES PRIVATE LIMITED unit 2,,India,sales@seasaga.com,https://www.seasaga.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Prawn, lobster, CEPHALAPODS, SCAMPI",91 22 27692908,,,,,seasaga enterprises private limited unit 2,SUP-03648
Shimpo Seafoods,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,shimpo seafoods,SUP-03761
SILVER SEA FOOD UNIT - II,,India,not available,https://silverseafoodbharat.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"fishes, squid, shrimps, cuttlefish, surimi, lobster",917698799936,,,,,silver sea food unit  ii,SUP-03809
Sonia Fisheries Pvt Ltd.,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,sonia fisheries pvt ltd,SUP-03874
Sonia Marine Exports Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,sonia marine exports private limited,SUP-03875
Teekay Marines Pvt. Ltd.,,India,,https://www.teekay.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,teekay marines pvt ltd,SUP-04090
THE WATERBASE LIMITED,,India,info@waterbaseindia.com,https://waterbaseindia.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Vannamei Shrimps, Tail-off Shrimps.Butterfly Shrimps.",91 91000 18037,,,,,the waterbase limited,SUP-04169
Theva & Co,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,theva  co,SUP-04174
Ulka Seafoods Private Limited,,India,not available,https://ulka.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,CRUSTACEANS CEPHALOPODS  FISH  SURIMI,91-8322399639 / 2288765,,,,,ulka seafoods private limited,SUP-04275
Uniloids Biosciences Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,uniloids biosciences private limited,SUP-04282
Uniroyal Marine Exports Limited,,India,ume@uniroyalmarine.com,https://uniroyalmarine.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Shrimps, Squids (Cephalapods), Cuttlefish, Octapus,Seafood Mix",9447015389,,,,,uniroyal marine exports limited,SUP-04288
Vaisakhi Bio-Marine Private Limited,,India,,website not available,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,vaisakhi biomarine private limited,SUP-04320
VANITA COLD STORAGE,,India,vanita1995@gmail.com,https://www.vanitacoldstorage.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Crustaceans, Cephalopods",91 9824844413,,,,,vanita cold storage,SUP-04339
VASAI FROZEN FOOD CO.,,India,mail@vasaifrozenfood.com,https://www.vasaifrozenfood.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Fish ,Black Tiger,Vannamei ,Cephalopods",91 9975563895,,,,,vasai frozen food co,SUP-04348
VKM FOODS PRIVATE LIMITED,,India,info@vkmfoods.com,https://vkmfoods.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Shrimps , cephalopods,Vannamei.",91 22-27610069,,,,,vkm foods private limited,SUP-04452
VV Marine Products,,India,sales@vvmarineproducts.com,https://www.vvmarineproducts.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"vennamie, black tiger",04630 275 022,,,,,vv marine products,SUP-04465
West Coast Frozen Foods Private Limited,,India,info@westcoast.in,https://www.westcoast.in/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"SHRIMP TALE, FISH FINS",022-6780 6780,,,,,west coast frozen foods private limited,SUP-04495
PT Winaros Kawula Bahari,,Indonesia,info@winaros.co.id,https://www.winaros.co.id/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Easy Peel
Peeled Cut Deveined Tails-off
Peeled Cut Deveined Tails-on",62 343 656901,,,,,pt winaros kawula bahari,SUP-03321
PT WIRONTONO BARU,,Indonesia,"e.halim@wirontono.co.id,
              eddy.karmin@wirontono.co.id",https://wirontono.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"shrimps, not specified on website",62-21 6907792,,,,,pt wirontono baru,SUP-03322
PT. Berkat Agung Indonesia,,Indonesia,info@berkat-agung.com,https://www.berkat-agung.com/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Red Snapper Grouper  Tilapia Yellow Conger Eel  
Cuttle Fish  Baramundi 
 Octopus Hairline Ribbon Fish",62 31 7536322,,,,,pt berkat agung indonesia,SUP-03307
"PT. DUA PUTRA UTAMA MAKMUR, Tbk – Pati Plant",,Indonesia,corsec@duaputra.co.id,https://www.duaputra.co.id/,Shrimps,,,,,,23-24_Shrimps,2024,Active,,"Chepalopods, raw shrimp, fish,
 value added product",(0295) 4199011,,,,,pt dua putra utama makmur tbk  pati plant,SUP-03308
PT. LAMPUNG BAY SEAFOOD,,Indonesia,,website not available for specific name of company,Shrimps,,,,,,23-24_Shrimps,2024,Active,,,,,,,,pt lampung bay seafood,SUP-03313
