"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Full Address,Products
Consulate General of Malaysia (Trade Section),,Malaysia,mumbai@matrade.gov.my / mumbai.swaraj@matrade.gov.my,www.matrade.gov.my,Anuga - India,,,Trade Promotion
Continental Brands T/a Continental Biscuits Manufacturers (Pty) Ltd,,,,,Oreo biscuits,,,Oreo biscuits
Continental Home Furnishings,,India,,,Household Textiles,,"Deli Baghpat Rd., Dundahera, Industrial Area, Khekra, Uttar Pradesh, INDIA",
Cooltex (Anhui) Manufacturing Ltd.,,China,,,Household Textiles,,"No. 8, Jingyi South Road, Tongcheng, Anhui, CHINA",
CooperAcre,,Brazil,cooperacre@gmail.com,https://www.cooperacre.com/castanha/,Brazil Nuts,,,Brazil Nuts
Cooperativa Agropecuária de Parapuã,,Brazil,,,Peanuts Jan 24,,,
Cooperativa Central Aurora Alimentos (Aurora ),,Brazil,,https://aurorabrazil.br.com/halal-frozen-chicken/,Chicken Feet,,,
Cooperativa dos Plantadores de Cana do Oeste do Estado de São Paulo - Copercana Sertãozinho,,Brazil,,,Peanuts Jan 24,,,
Coopérative Agricole DIAF,,Morocco,no website,,Fresh fruits and vegetables,,,
COPAG STATION AIT IAZZA,,Morocco,no website,,Fresh fruits and vegetables,,,
COPAG STATION FARAJ,,Morocco,no website,,Fresh fruits and vegetables,,,
Copersucar S.A. :,,,No Contact,https://copersucar.com/,Sugar,,,
COPLANA – Cooperativa Agroindustrial,,Brazil,,,Peanuts Jan 24,,,
Coralino S.A.,,Argentina,comercial@coralino.com,http://www.coralino.com/we.html,Nuts List,,,Walnuts
Core Fruits,,South Africa,info@corefruit.com,https://www.corefruit.com/,Avocado-Nov 24,,,
cornitos,,India,consumercell@greendotfoods.com,https://www.cornitos.in/,Cashew Nov 24,,,
Coromandel International Limited,,India,naithania@coromandel.murugappa.com,https://www.coromandel.biz/,Fertilizers,,,"Fertilizers, crop protection products, specialty nutrients, organic fertilizers"
Coronilla Sociedad Anonima Industrial Y Comercial,,,,,Quinoa -Nov24,,,
Corves S.A.,,Greece,corves.elenag@hotmail.com,https://corves.gr/en/,Nuts List,,,"Raisins, Dried Figs, Dried Apricot, Dried Plums, Almonds"
Cosan S.A,,,,https://www.expertmarketresearch.com/articles/top-sugar-manufactures-companies#:~:text=https%3A//www.cosan.com.br/en/,Sugar,,,
Cosmos,,,,,Rice in a bag,,,Boil-in-Bag White Rice
Costatropic S.A,,,ventas@costatropic.co.cr,,SIAL FROZEN FOOD,,,"Premium fresh cassava, bananas, plantain, sweet potato, and minimally processed products."
COTAGRO C.A.L,,Argentina,cotagro@cotagro.com.ar,https://www.cotagroweb.com.ar/,Nuts List,,,peanuts
COTE D'IVOIRE,,,,,Cashew Dec 24 brc certified,,,
Cotex,,India,"Chirag@cotex.com
Neelu@cotex.com
Dilip@cotex.com
Chirag@cotex.com",https://cotex.com/contact,Sports Tshirts,,,
Cotton Blossom,,India,support@cottonblossom.in,https://cottonblossom.in/,Apparels,,,Mens/Womens/ Kids wear
"CP GREEO Agricultural Technology (Shandong) Co., Ltd.",SHOUGUANG,China,,,Dried Fruits,Food,,
"CPF Food and Beverage Co., Ltd.",,Thailand,iaoffice@cpf.co.th,https://www.cpfworldwide.com/en/home,Rice list,,,Livestock
"CPF Food and Beverage Co., Ltd. (Food Processing Plant Mahachai)",,Thailand,iaoffice@cpf.co.th,https://www.cpfworldwide.com/en/about,Rice list,,,Processed & Ready Meals
"CPT CORP – Vietnam Cashew, oganic cashew",,Vietnam,"kim.hoa@cptcorp.vn
 info@cptcorp.vn/ sales@cptcorp.vn",https://cptcorp.vn/product-categories/raw-cashew-kernels-2/,Cashew Nov 24,,,
CPT FOOD JOINT STOCK COMPANY – VINH LONG BRANCH,,Vietnam,info@cptfood.com,https://cptfood.com/,BRC Jasmine rice,,,dried fruits
CR Garments Unit 2,,India,crgesan@crgarments.com,https://crgarments.com/,Apparels,,,Mens/Womens/ Kids wear
Crain Marketing,,USA,orders@crainwalnut.com,https://crainranch.com/pages/sales-marketing,Nuts List,,,Walnuts
"Crain Walnut Shelling, Inc.",,USA,crainwalnut@crainwalnut.com,https://www.crainwalnut.com/,Nuts List,,,Walnuts
Creation Textiles Corp Ltd.,,China,,,Household Textiles,,"Shitian Road, Yangchenghu Town, Xiangcheng District, Suzhou, Jiangsu, CHINA",
CRIMASA,,Ecuador,sales@crimasa.com,https://crimasa.com/,Shrimps,,,shrimp
CRIMSON ROSELLA SEAFOOD LTD.,,Bangladesh,email Id not available,website not avilable,Shrimps,,,"Shrimp Shrimp-Asian Scampi Aquaculture
/Farm-Raised Shrimp-Warm Water"
CROCO SRL,,Romania,office@croco.ro,https://croco.ro/,Biscuits- Cookies,,,Biscuits-cookies
"CROFT FOODS CO., LTD.",,Thailand,,,Dried Fruits List,,,importer
Crop's Vegetables NV,,,info@crops.be,,SIAL FROZEN FOOD,,,"Frozen vegetables, fruits, and culinary products"
Cropwell Bishop Creamery Ltd,Nottingham,United Kingdom,,,Dried Fruits,Food,,
"Crown International Textile Pvt., Ltd.",,India,,,Household Textiles,,"Behind Sector29, HUDA, Panipat, INDIA",
CUPID LIMITED,,India,info@cupidlimited.com,https://www.cupidlimited.com/,Condom,,NASHIK,
"Cupid Ltd, India",,India,,,Signed Contract,,,Condoms
Curry Cullture LLP.,,India,info@currycullture.com,https://www.currycullture.com/,Rice list,,,"Snacks, Condiments, Ready Meal, Sauces"
Custom Almonds,,USA,bik.hundal@toorfarming.com,https://www.customalmonds.com/products.html,Nuts List,,,Almonds
Custom Grain & Seed,,USA,jim@customgrainseed.com,https://customgrainseed.com/,Gulf food _ Pulses,,,Pulses()
Custom Processing For GROWERS,,USA,sales@apesteve.com,https://capex.apesteve.com/,Almonds - Ruchita,,"1920 Tienda Drive, Suite 201
Lodi, California 95242 – U.S.A","almonds, walnuts"
"CY Foods Group Co., Ltd.",Linyi City,China,,,Dried Fruits,Food,,
Cygnet,,,,,Juergan List,,,Zucker Bulk
D A Patel,,India,,,Spices,,,
D. D. International Pvt. Ltd.,,India,ddi@ddi.in,https://www.ddi.in/,Rice list,,,Basmati Rice
D.A.R. Srl,Lauro (AV),Italy,,,Dried Fruits,Food,,
D.M. MULTITECH LIMITED,,713,,no website,Pulses,,,PULSE
D&SHARAYU SPICES,,,prominent.pearl@gmail.com,https://dnsharayuspices.linker.store/about-us,Ground Spices,,"Sr No 84 Siddhivinayak Complex C Bldg
Shop No 5, Shinde Pool
Pune, Maharashtra 411023
India",
Daawat Foods Ltd.,,India,Customercare@ltgroup.in,https://www.daawat.com/about-us,Rice list,,,Basmati Rice
Dacotex Group,,Vietnam,info@dacotexgroup.com.vn,www.dacotexgroup.com.vn,Hospital  Textiles,,,"Healthcare workwear, medical uniforms"
Daesang Corporation,,South Korea,"info@daesangamerica.com, daesangvn.info@gmail.com",https://www.daesang.com,Instant Noodles,,,Instant Noodles
"Dafeng YouMeHome Textiles Co., Ltd.",,China,,,Household Textiles,,"3, Zhangjian Road, Dazhong Industrial Zone, Dafeng District, Yancheng, Jiangsu, CHINA",
Dafeng YouMeHome Textiles Company Ltd,,China,,,Household Textiles,,"No. 8, Jinfeng Road, Dafeng Economic Development Zone, Yan cheng, Jiangsu, CHINA",
"DAFENG ZHENYU TOYS CO., LTD.",,China,,,Household Textiles,,"South Side of Nanxiang Road, Dafeng District, Yancheng, Jiangsu, 224 CHINA",
DAI LOC PHAT IMPORT-EXPORT ONE MEMBER LIMITED COMPANY,,Vietnam,,,Nuts List,,,
Dai Thuan Food Corporation,,Vietnam,contact@daithuan.vn,https://daithuan.vn/about-us,Rice list,,,"Ice Cream, Cheese, Marinated Dried Food"
Dairaan Ke,,Kenya,hello@dairaan.com,https://www.dairaan.com/,BRC Macadamia,,,Macadamia Nuts
"Dakao Agricultural Produce Export And Production Co., Ltd",,Vietnam,: dotathang@gmail.com;    dakao.agricultural@gmail.com,http://en.dakao.vn/,Cashew Nov 24,,,
Dakao Ltd. Co,,,,,Cashew 25,,,
"DALE PACKING, INC.",,USA,bhavin@daleinvestments.com,https://www.dalepackinginc.com/,Almonds - Ruchita,,"Dale Packing, Inc.
P.O. Box 272, Yuba City, CA 95992",walnuts
"DaLian Hualong Food Co., Ltd.",,China,,,Shrimps,,,
"Dalian Shouhe Food Co., Ltd",,China,zgsnren@163.com,,Instant Noodles,,,
DALIAN SUNSHINE IMP.& EXP.,,China,candygoodluck@gmail.com,https://www.goodlucknuts.com/aboutus.htm,Nuts List,,,"Walnuts, Macadamia, Raisins,  Pistachio, Chestnuts, Chickpeas"
Dalmia Bharat Sugar and Industries Limited,,,"ec.corp@dalmiasugar.com,khanna.aashima@dalmiasugar.com",https://www.dalmiasugar.com/,Sugar,,,
DALNUT S.A.,,,info@dalnut.com.ar,,SIAL NUTS,,,Peanuts
Damaco Group,,,export@kipco-damaco.be,,Sial Shrimp,,,Shrimp
"DAMEL GROUP, S.L",Paterna,Spain,,,Dried Fruits,Food,,
"Dan On Foods Co., Ltd",,Vietnam,,,Nuts List,,,
DAN ON FOODS CORPORATION,,Vietnam,info@danonfoods.com,https://www.danonfoods.com/en/about.html,Cashew Nov 24,,,
DAN ON FOODS CORPORATION - MY PHUOC 3 BRANCH,Ho Chi Minh City,Vietnam,,,Dried Fruits,Food,,
"DANDONG RONGZHENG FOOD CD., LTD.",,China,,website not available,Nuts List,,,
"DANDONG RONGZHENG FOOD CO., LTD.",,China,,,Peanuts Jan 24,,,
Dani Processing Foods,,India,,herbs and spices,Pulses,,,Food
Danper Trujillo S.A.C. - Sede Trujillo,,Peru,contactanos@danper.com,https://danper.com/,Quinoa -Nov24,,,
"Danyang Lebang Textile Co., Ltd",,China,,,Household Textiles,,"Baima Village, Daoshu Town,, Danyang, Jiangsu, CHINA",
Darshan Foods,,India,info@darshanfoods.co.in,https://darshanfoods.co.in/get-in-touch/,Instant Noodles,,,INSTANT NOODLES
DAS Superfoods Private Limited,,India,,,Nuts List,,,
Daskalakis,,,Not Listed,,Sial Shrimp,,,Shrimp
DB Noodles,,,sabrina@dbnoodles.com,,Instant Noodles,,,Instant Noodles
"DB TOMATO(XIAMEN) INDUSTRY CO,MLTD",,China,sales04@dbtomato.com,https://www.dbtomato.com/,Instant Noodles,,,INSTANT NOODLES
DBO,,,corporateoffice@dhampur.com,https://www.dhampur.com/,Sugar,,,
DBR Foods B.V.,,Netherlands,,,Agent & Distributor list of Dri,,,Dried Fruits
DC Interiors,,India,,,Household Textiles,,"Volga Junction Mannancherry P.O Kalavoor, Alappuzha, Kerala, INDIA",
Dcamsa,,,"sales@dcamsa.com,
info@dcamsa.com",,Sial Shrimp,,,Shrimp
DCM Shriram Limited,,,sachinkaistha@dcmshriram.com,https://dcmshriramsugar.com/,Sugar,,,
Ddev Spices Private Limited,,India,,spcies,Pulses,,,Food
De Risse Industrie B.V.,Weert,Netherlands,,,Dried Fruits,Food,,
DEA EXPORTS AND IMPORTS,,,sales@deaexportsandimports.com,https://deaexportsandimports.com/,WHITE CORN MAIZE,,"3625 W 29th St Greeley, Colorado, 80634 USA",
Deaco Medical India,,,rohit@descoinstruments.com,https://www.descomedicalindia.com/,Medical Uniform,,,
DEAS S.A - SINDOS SITE,,Greece,c.deas@deasolives.gr,https://www.deasolives.gr/,Nuts List,,,Olives
DECON,,713,,,Pulses,,,ALL TYPES OF PROCESSED PULSES
Deeda Textile,,China,zama@deeda.com.cn,https://www.hotelbeddingfactory.com/,Hotel,,,
DEEKAY KNITWEARS,,India,sandeep@deekay.in,https://www.deekay.in/,Apparels,,,Apparel
Deepak Fertilisers and Petrochemicals Co. Ltd.,,India,rohan.tambe@dfpcl.com,"https://www.dfpcl.com/

https://mahadhan.co.in/",Fertilizers,,,"Industrial chemicals, technical ammonium nitrate, NPK and specialty fertilizers (Mahadhan brand)"
DEKA Tekstil Kuruyemis Ithalat Ihracat,,Türki̇ye,,,Household Textiles,,"No. 12, Hacieyuplu Mah. 3115 Sok., Denizli, TÜRKİYE",
Del Monte Kenya Ltd,,Kenya,,,Macadamia Nut jan 25,,,
"DELAVIUDA ALIMENTACIÓN, S.A.U",,Spain,not available,https://www.delaviudacg.com/,Nuts List,,,almonds
DELICIA,,,,,Biscuits & sweets,,,
Delicious Food,,India,,dried fruits and spices,Pulses,,,Food
"Delight 88 Co., Ltd",,Singapore,Jubjub@delight88.com,https://kokanoodles.com/,Instant Noodles,,,
DeliKing,,Thailand,napapat@delikingfood.com,https://delikingfood.com/products/,Anuga - India,,,Fruit Jellies
"Deliking Food, Thailand - fruits jelly - email sent",,,,,,,,
Delinuts B.V. All,,Not Given,Not given,https://www.delinuts.nl/en-us/certifications,BRC Macadamia,"BRC, IFS, RFA",,Macadamia Nuts
Delpack Innovations,,China,sales3@hk-delpack.com,LINK,Snacks and Sweets Expo in Dubai,,,Detergent
DELTA,,,db@deltaequitiesllc.net,,Chicken Feet,,,
Delta Green,,,info@cairo-export.com,http://www.cairo-export.com/#2,ONIONS,,EGYPT,
"Delta Peanut, LLC",,USA,info@deltapeanut.com,https://www.deltapeanut.com/,Nuts List,,,Peanuts
"Demin (Tianjin) Supply Chain Management Co., Ltd",Tianjin,China,,,Dried Fruits,Food,,
DePalma Farms,,USA,,http://depalmafarms.com/,Almonds - Ruchita,,"18666 E. Hwy 120, Ripon","almonds, walnuts"
Department-of-Foreign-Trade-DFT,,,,,Sial Rice,,,service provider
DERVISOGLU,,Turkey,derbak@derbak.com.tr,https://www.derbak.com.tr/,Red lentils Nov24,,,
DERVİŞOĞLU PULSES INC.,,Turkey,info@derbak.com.tr/ derbak@derbak.com.tr,https://www.derbak.com.tr/en/,Pulses,,,"Chickpeas, Lentils, Beans, Rice, Spices"
Desco Medical India,,India,rohit@descoinstruments.com,https://www.descomedicalindia.com/Product/HOSPITAL-GARMENTS/12,Hospital  Textiles,,,Hospital Equipment and Linen
DESEN ÇİKOLATA GIDA İNŞ. TAAH. TURZ. MAK. SAN. TİC. LTD. ŞTİ.,,Turkey,,xxx,Dried Fruits List,,,CHOCOLATE  SUPPLIER
Design Studio,,Sri Lanka,info@designstudiolk.com,https://designstudiolk.com/about-us,Sri Lanka Exporters,,,Apparel and Fashion Garments
Detpak Packaging Philippines Inc.,,Philippines,,,Agent & Distributor list of Dri,,,Dried Mango
DEV SPICES,,,amit@devfood.in,http://www.devspices.in/,Ground Spices,,GUJRAT,
"Dev's Exports, Mundakkal",,,,,Cashew supplier for Middle Eas,,,
Deva Singh Sham Singh,,India,exports@817elephant-rice.com,817elephant-rice.com,RICE,,"Outside Chatiwind Gate Amritsar - 143001, India.",Basmati Rice
Deva Singh Sham Singh Exports Private Limited,,India,"exports@817elephant-rice.com , 817elephantrice@gmail.com",https://817elephant-rice.com/products/,Rice list,,,Basmati Rice
DEVI FISHERIES LIMITED,,,,,Shrimps,,,
DEVI FISHERIES LIMITED UNIT 3,,India,,Repeat of row 80,Frozen Shrimps,,,Shrimp
"DEVI FISHERIES LIMITED UNIT 3 ASC-C-01785 0 ""Whiteleg shrimp",,,,,ASC Shrimp,,,
Devi Fisheries Ltd. Unit II,,India,,Repeat of row 80,Frozen Shrimps,,,Shrimp
Devi Sea Foods Limited - Singarayakonda Unit,,,,,Shrimps,,,
"Devi Sea Foods Limited - Singarayakonda Unit ASC-C-01137-01 0 Whiteleg shrimp Litopenaeus vannamei Devi Sea Foods Limited - Singarayakonda Unit 22-06-2025 00:00 Certified ""3-79/2",,,,,ASC Shrimp,,,
Devi Seafood Limited,,India,,Repeat of row 99,Frozen Shrimps,,,Shrimp
"Devi Seafood Ltd. ASC-C-01137-Main 0 Whiteleg shrimp Litopenaeus vannamei Devi Seafood Ltd. 22-06-2025 00:00 Certified ""NH-16",,,,,ASC Shrimp,,,
Devi Seafoods Limited,,India,info@deviseafoods.com,https://www.deviseafoods.com/,Shrimps,,,"shrimp Processing, shrimp Farming"
Devi Seafoods Ltd.,,India,"info@deviseafoods.com, contact@deviseafoods.com,  rao@deviseafoods.com, mail@deviseafoods.com",https://www.deviseafoods.com/,Frozen Shrimps,,,Shrimp
"Devi Seafoods Ltd. ASC-C-01137 2 Whiteleg shrimp Litopenaeus vannamei Devi Seafoods Ltd. 22-06-2025 00:00 Certified ""NH-16",,,,,ASC Shrimp,,,
Devom India,,India,,,Household Textiles,,"Plot No 78, sector -29,Part 2, HUDA, Panipat, Haryana, INDIA",
DG Global,,Canada,info@dgglobal.ca,https://dgglobal.ca/contact,Pulses,,,Lentils and Pulses
Dhanlaxmi Internationals,,,contact@dhanlaxmiinternational.com,https://www.dhanlaxmiinternational.com/coconut-export-import/,Coconut,,"Register Office: 10, Vrajbhumi duplex, Nr. Chandra bhanu high school, Jivaraj park, Ahmedabad :380051, Gujarat, India.",
Dhaval Agri Exports LLP,,India,,,Spices,,,
DHIRENDRA INTERNATIONAL PVT. LTD.,,India,,,Spices,,,
"Diamond Preserved Food Co., Ltd.",,Thailand,,https://www.dpffood.com/,Rice list,,,Vinegar & Sauces
Diat Agro,,,care@diat.in,https://diat.in/,Sial Rice,,,basmati rice
Dickle Group of Companies,,Turkey,"dicle@diclegroup.com, nurullah@diclegroup.com.tr",https://diclegroup.com/,Pulses,,,"Red Lentils, Green Lentils, Rice, Chickpeas, Beans"
Dicle Group of Companies,,Turkey,,,Pulses and Lentils,Certifications not received,,Red Lentils
Diefenbaker Spice & Pulse,,Canada,melody@dspdirect.ca,http://dspdirect.ca/,Red lentils Nov24,,,
Diet Foods International,,India,manohar@dietfoodsinternational.com,https://dietfoodsinternational.com/,Pulses,,,Food
DIEU VANG COMPANY LIMITED,,,,,Cashew 25,,,
Digha Seafood Export Private Limited,,India,prabhat@dighaseafood.com,no website,Frozen Shrimps,,,Shrimp
Digha Seafood Exports Pvt. Ltd.,,India,,website not available,Shrimps,,,
Dinda / Timbro Foods,,,,,Gulf food _ Pulses,,,Pulses()
DINESH TEXTILES MILLS,,India,info@jcg.co.in,https://jayachitra.co.in/,Apparels,,,Apparel
Discovery Group Ltd,,Uganda,info@discoverygroupug.com,LINK,Snacks and Sweets Expo in Dubai,,,"Coffee, Beans, Seeds (possible trader)"
DiversPack B.V.,Woerden,Netherlands,,,Dried Fruits,Food,,
DML EXIM PVT LTD [TH],,713,,,Pulses,,,CHICK PEAS
DN Sea Shells Private Limited,,,,,Shrimps,,,
"DN Sea Shells Private Limited ASC-C-03923 0 Whiteleg shrimp Litopenaeus vannamei DN Sea Shells Private Limited 02-03-2026 00:00 Certified ""Ground Floor",,,,,ASC Shrimp,,,
DNU Sun Valley (GBP),,United Kingdom,,,Aldi List - Nuts,,,
Do it B.V.,,Netherlands,,,Dried Fruits List,,,organic food importer and distributor to reail stores
Dobnig GmbH (Sewing Company),,Germany,,,Household Textiles,,"8, Ruenhorst, Bocholt, Nrth Rhine Westfalia, GERMANY",
Doğancan Gıda Tarım Ürünleri İnşaat Turizm Sanayi ve Ticaret Limited Şirketi,MALATYA,Turkey,,,Dried Fruits,Food,,
Dogus Agro,,Turkey,info@dogusagro.com.tr,https://www.dogusagro.com.tr/,Pulses,,,"Chickpeas, Lentils, Beans"
Dogus Agro Company,,Turkey,,,Pulses and Lentils,Certifications not received,,Red Lentils
DOHLER EGE GIDA SANAYI A.S.,IZMIR,Turkey,,,Dried Fruits,Food,,
Dolceamaro S.r.l.,,Italy,clients@dolceamaro.com,https://dolceamaro.com/,Nuts List,,,almonds
Dolcezze di Nanni S.r.l.,,Italy,info@ledolcezzedinanni.com,https://www.ledolcezzedinanni.com/en/,Nuts List,,,"CAKE WITH FIGS, almonds, WALNUTS"
Dole EUROPE,,Chile,contacto.personas@dole.com,https://www.dole.cl/,"Import yeti,",,,Fresh fruits
DOLIAA,,,NOT SHARED,,SIAL FROZEN FOOD,,,"Frozen meat, poultry, seafood, vegetables"
Domaine El Boura - Taroudant,,Morocco,,,Fresh fruits and vegetables,,,
DON JOHNNY PRIVATE LIMITED,,713,,,Pulses,,,PULSES
Dong Nai Import Export Processing Agricultural Products and Foods Joint Stock Company (Donafoods),,Vietnam,info@donafoodsvietnam.com,https://donafoodsvietnam.com/,Nuts List,,,cashew
Dong Phu Food Company Limited,,,11.11.24 - intro email sent,,Cashew supplier for Middle Eas,,,
"Dongguan Humen Hucai Garment Co., Ltd",,Sales53@Hcsportswear.Com / Pearl,,,Sports Wear,,,Catalogs
"Dongguan Pair Fashion Co., Ltd.",,China,lucy@pairfashion.com,https://oemgymwear.en.alibaba.com/company_profile.html,Sports Tshirts,,,
"Dongguan Uga Fashion Co.,Ltd",,Sports Category,,,Sports Wear,,,
"Dongguan Yimei Houseware Co., Ltd.",,China,,,Household Textiles,,"No. 66, Daling Road, Gaoying Village, Dalang Town, Dongguan, Guangdong, CHINA",
"Dongshan Dongsheng Food Co., Ltd.",,China,,,Shrimps,,,
"Dongtai Jiafeng Embroidery Co., ltd",,China,,,Household Textiles,,"1st Industrial Zone Shangsha Changan Town, Dongguan, Jiangsu, CHINA",
"Dongyang Yinxin Apparel Co., Ltd",,China,andy@dyyinxin.com,https://dyyinxin.en.alibaba.com/,Sports Tshirts,,,
"Donny （Qingdao ）Food Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,Dried Mango
Dony Garments,,Vietnam,"dongphuc@dony.vn
mylinh@dony.vn
kinhdoanh1@dony.vn
 kinhdoanh2@dony.vn",https://dony.vn/thoi-trang/the-thao/,Sports Tshirts,,,
DORA INT ITH. IHR. Ve ACENTA HIZM. LTD.STI.,Konak İzmir,Turkey,,,Dried Fruits,Agents and Brokers,,
DORADO IVORY,,Cote D'Ivoire,information@doradonuts.com,https://www.doradonuts.com/,Cashew Nov 24,,,
DORI ALIMENTOS S/A - AMENDOIM,,Brazil,,,Peanuts Jan 24,,,
DOVIDO GIDA SAN. TIC. A.S.,,,,,Raisins,,,Raisins
Dovitec,,Vietnam,info@dovitec.com.vn,https://dovitec.com.vn/san-pham/,Sports Tshirts,,,
Dragons Garden Limited,,China,not given,https://www.berryltd.co.uk/contact/,Agent & Distributor list of Dri,,,Dried Mango
DREAM FRUITS S.r.l.,Calenzano (FI),Italy,,,Dried Fruits,Food,,
DRRK FOODS PVT. LTD.,,India,info@crownrice.com/ drrk@crownrice.com,https://www.drrkfoods.in/#,Rice list,,,Basmati Rice
Dry Frut,,,,https://dryfrut.cl/,Juergan List,,,
Dryfo - Menexopoulos Bros S.A.,,,sales@menexopoulos.gr,,SIAL NUTS,,,"Dried fruits, nuts, food processing services"
DRYFRUT,,Chile,dryfrut@dryfrut.cl,https://dryfrut.cl/,Dried Fruits & Nuts,,,"RAISINS, PRUNES, WALNUTS"
DS TRADEX DMCC,,Dubai,info@dstradex.com,https://dstradex.com/index.html,Gulf food _ Pulses,,,Pulses
DSP Global,,,dspglobalventures@gmail.com,https://dspglobalventures.com/?page_id=16,Ground Spices,,SRI LANKA,
DUC VAN PHAT INVESMENT JOINT STOCK COMPANY,Can Tho City,Vietnam,,,Dried Fruits,Food,,
Dugarco,,Vietnam,info@dugarco.com,https://dugarco.com/en/knit/,Sports Tshirts,,,
DUNAR BASMATI RICE,,India,Email: sales@dunar.in,https://www.dunarbasmatirice.com/,RICE,,"Near CWC, Village Bazida Jattan Road, Karnal,
Haryana, India - 132001",Basmati Rice
Dunar Foods Limited,,India,sales@dunar.in,https://www.dunarbasmatirice.com/,Rice list,,,Basmati Rice
DURAK FINDIK,,,ak@durakfindik.com.tr,http://www.durakfindik.com.tr/en/index.html,Hazelnuts,,"Kargalıhanbaba Mahallesi, 1107.Sokak, No:2,
54300-HENDEK/SAKARYA, TURKEY",Hazelnuts
Durden Pecan Company,,Georgia,ganutfarm@gmail.com      pecankyle@gmail.com,www.durdenpecan.com,Pecan Nuts,,"2771 D.L. Durrance Road Redsville, Georgia 30453",Pecan Product
DURUKAN ŞEKERLEME SAN. TİC. A.Ş.,Sincan,Turkey,,,Dried Fruits,Food,,
DUY LINH COMPANY LIMITED,,,,,Cashew 25,,,
